billing_id,billing_date,cloud_provider,cloud_account_id,service,region,resource_id,usage_type,cost,currency,allocation_tag,product_id,feature_id,business_unit,billing_status,timestamp
BILL-2026-00042,2026-01-26,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-021,vCPU-Hours,897.53,USD,,,,,FINAL,2026-01-26T23:59:59Z
BILL-2026-00043,2026-01-16,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-022,Standard-Storage-GB,647.63,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-01-16T23:59:59Z
BILL-2026-00044,2026-01-11,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-022,vCPU-Hours,1206.54,USD,,,,,FINAL,2026-01-11T23:59:59Z
BILL-2026-00045,2026-01-20,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-023,Standard-Storage-GB,835.82,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-01-20T23:59:59Z
BILL-2026-00046,2026-01-22,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-023,vCPU-Hours,446.61,USD,,,,,FINAL,2026-01-22T23:59:59Z
BILL-2026-00047,2026-01-18,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-024,Standard-Storage-GB,643.29,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-01-18T23:59:59Z
BILL-2026-00048,2026-01-28,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-024,vCPU-Hours,788.36,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00049,2026-01-24,AWS,ACCT-IMAGING,Object Storage,us-east-1,res-img-storage-025,Standard-Storage-GB,809.14,USD,env=prod;bu=Radiology;product=Imaging,Medical Imaging Platform,Image Storage,Radiology,FINAL,2026-01-24T23:59:59Z
BILL-2026-00050,2026-01-26,AWS,ACCT-IMAGING,Compute,us-east-1,res-img-comp-025,vCPU-Hours,1192.66,USD,,,,,FINAL,2026-01-26T23:59:59Z
BILL-2026-00051,2026-01-17,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-001,Container-Hours,924.92,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-17T23:59:59Z
BILL-2026-00052,2026-01-18,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-001,IOPS-and-Storage,643.59,USD,,,,,FINAL,2026-01-18T23:59:59Z
BILL-2026-00053,2026-01-17,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-002,Container-Hours,351.07,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-17T23:59:59Z
BILL-2026-00054,2026-01-14,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-002,IOPS-and-Storage,648.6,USD,,,,,FINAL,2026-01-14T23:59:59Z
BILL-2026-00055,2026-01-17,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-003,Container-Hours,542.62,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-17T23:59:59Z
BILL-2026-00056,2026-01-14,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-003,IOPS-and-Storage,986.81,USD,,,,,FINAL,2026-01-14T23:59:59Z
BILL-2026-00057,2026-01-17,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-004,Container-Hours,590.55,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-17T23:59:59Z
BILL-2026-00058,2026-01-21,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-004,IOPS-and-Storage,478.92,USD,,,,,FINAL,2026-01-21T23:59:59Z
BILL-2026-00059,2026-01-15,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-005,Container-Hours,940.71,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-15T23:59:59Z
BILL-2026-00060,2026-01-13,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-005,IOPS-and-Storage,331.06,USD,,,,,FINAL,2026-01-13T23:59:59Z
BILL-2026-00061,2026-01-14,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-006,Container-Hours,898.55,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-14T23:59:59Z
BILL-2026-00062,2026-01-11,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-006,IOPS-and-Storage,998.81,USD,,,,,FINAL,2026-01-11T23:59:59Z
BILL-2026-00063,2026-01-11,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-007,Container-Hours,642.3,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-11T23:59:59Z
BILL-2026-00064,2026-01-10,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-007,IOPS-and-Storage,1022.76,USD,,,,,FINAL,2026-01-10T23:59:59Z
BILL-2026-00065,2026-01-23,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-008,Container-Hours,762.06,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-23T23:59:59Z
BILL-2026-00066,2026-01-26,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-008,IOPS-and-Storage,988.38,USD,,,,,FINAL,2026-01-26T23:59:59Z
BILL-2026-00067,2026-01-20,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-009,Container-Hours,944.73,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-20T23:59:59Z
BILL-2026-00068,2026-01-21,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-009,IOPS-and-Storage,779.39,USD,,,,,FINAL,2026-01-21T23:59:59Z
BILL-2026-00069,2026-01-18,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-010,Container-Hours,443.87,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-18T23:59:59Z
BILL-2026-00070,2026-01-18,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-010,IOPS-and-Storage,985.28,USD,,,,,FINAL,2026-01-18T23:59:59Z
BILL-2026-00071,2026-01-25,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-011,Container-Hours,654.32,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-25T23:59:59Z
BILL-2026-00072,2026-01-26,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-011,IOPS-and-Storage,534.24,USD,,,,,FINAL,2026-01-26T23:59:59Z
BILL-2026-00073,2026-01-28,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-012,Container-Hours,582.65,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-28T23:59:59Z
BILL-2026-00074,2026-01-15,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-012,IOPS-and-Storage,704.25,USD,,,,,FINAL,2026-01-15T23:59:59Z
BILL-2026-00075,2026-01-28,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-013,Container-Hours,413.36,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-28T23:59:59Z
BILL-2026-00076,2026-01-14,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-013,IOPS-and-Storage,427.8,USD,,,,,FINAL,2026-01-14T23:59:59Z
BILL-2026-00077,2026-01-28,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-014,Container-Hours,392.07,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-28T23:59:59Z
BILL-2026-00078,2026-01-26,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-014,IOPS-and-Storage,1046.8,USD,,,,,FINAL,2026-01-26T23:59:59Z
BILL-2026-00079,2026-01-23,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-015,Container-Hours,898.84,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-23T23:59:59Z
BILL-2026-00080,2026-01-17,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-015,IOPS-and-Storage,850.06,USD,,,,,FINAL,2026-01-17T23:59:59Z
BILL-2026-00081,2026-01-13,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-016,Container-Hours,635.5,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-13T23:59:59Z
BILL-2026-00082,2026-01-15,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-016,IOPS-and-Storage,958.96,USD,,,,,FINAL,2026-01-15T23:59:59Z
BILL-2026-00083,2026-01-22,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-017,Container-Hours,492.63,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-22T23:59:59Z
BILL-2026-00084,2026-01-28,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-017,IOPS-and-Storage,665.6,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00085,2026-01-19,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-018,Container-Hours,438.09,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-19T23:59:59Z
BILL-2026-00086,2026-01-16,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-018,IOPS-and-Storage,307.14,USD,,,,,FINAL,2026-01-16T23:59:59Z
BILL-2026-00087,2026-01-12,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-019,Container-Hours,713.78,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-12T23:59:59Z
BILL-2026-00088,2026-01-28,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-019,IOPS-and-Storage,688.95,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00089,2026-01-26,AWS,ACCT-PORTAL,Container Platform,us-east-2,res-portal-app-020,Container-Hours,849.46,USD,env=prod;bu=PatientPortal;product=Portal,Patient Portal,Appointment Management,Patient Portal,FINAL,2026-01-26T23:59:59Z
BILL-2026-00090,2026-01-28,AWS,ACCT-PORTAL,Database,us-east-2,res-portal-db-020,IOPS-and-Storage,807.19,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00091,2026-01-14,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-001,Memory-Optimized-Hours,546.02,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-14T23:59:59Z
BILL-2026-00092,2026-01-28,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-001,Warehouse-Compute-Credits,1092.49,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00093,2026-01-28,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-002,Memory-Optimized-Hours,654.35,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-28T23:59:59Z
BILL-2026-00094,2026-01-22,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-002,Warehouse-Compute-Credits,1015.82,USD,,,,,FINAL,2026-01-22T23:59:59Z
BILL-2026-00095,2026-01-17,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-003,Memory-Optimized-Hours,925.4,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-17T23:59:59Z
BILL-2026-00096,2026-01-13,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-003,Warehouse-Compute-Credits,919.59,USD,,,,,FINAL,2026-01-13T23:59:59Z
BILL-2026-00097,2026-01-14,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-004,Memory-Optimized-Hours,772.08,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-14T23:59:59Z
BILL-2026-00098,2026-01-23,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-004,Warehouse-Compute-Credits,529.47,USD,,,,,FINAL,2026-01-23T23:59:59Z
BILL-2026-00099,2026-01-27,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-005,Memory-Optimized-Hours,1331.3,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-27T23:59:59Z
BILL-2026-00100,2026-01-25,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-005,Warehouse-Compute-Credits,1086.93,USD,,,,,FINAL,2026-01-25T23:59:59Z
BILL-2026-00101,2026-01-19,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-006,Memory-Optimized-Hours,1058.08,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-19T23:59:59Z
BILL-2026-00102,2026-01-22,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-006,Warehouse-Compute-Credits,1006.61,USD,,,,,FINAL,2026-01-22T23:59:59Z
BILL-2026-00103,2026-01-22,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-007,Memory-Optimized-Hours,1091.65,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-22T23:59:59Z
BILL-2026-00104,2026-01-10,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-007,Warehouse-Compute-Credits,923.34,USD,,,,,FINAL,2026-01-10T23:59:59Z
BILL-2026-00105,2026-01-17,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-008,Memory-Optimized-Hours,611.5,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-17T23:59:59Z
BILL-2026-00106,2026-01-13,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-008,Warehouse-Compute-Credits,620.01,USD,,,,,FINAL,2026-01-13T23:59:59Z
BILL-2026-00107,2026-01-21,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-009,Memory-Optimized-Hours,617.14,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-21T23:59:59Z
BILL-2026-00108,2026-01-12,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-009,Warehouse-Compute-Credits,1075.02,USD,,,,,FINAL,2026-01-12T23:59:59Z
BILL-2026-00109,2026-01-19,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-010,Memory-Optimized-Hours,1366.44,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-19T23:59:59Z
BILL-2026-00110,2026-01-21,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-010,Warehouse-Compute-Credits,744.01,USD,,,,,FINAL,2026-01-21T23:59:59Z
BILL-2026-00111,2026-01-11,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-011,Memory-Optimized-Hours,473.42,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-11T23:59:59Z
BILL-2026-00112,2026-01-12,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-011,Warehouse-Compute-Credits,561.09,USD,,,,,FINAL,2026-01-12T23:59:59Z
BILL-2026-00113,2026-01-15,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-012,Memory-Optimized-Hours,1395.87,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-15T23:59:59Z
BILL-2026-00114,2026-01-22,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-012,Warehouse-Compute-Credits,337.04,USD,,,,,FINAL,2026-01-22T23:59:59Z
BILL-2026-00115,2026-01-21,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-013,Memory-Optimized-Hours,820.58,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-21T23:59:59Z
BILL-2026-00116,2026-01-19,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-013,Warehouse-Compute-Credits,631.46,USD,,,,,FINAL,2026-01-19T23:59:59Z
BILL-2026-00117,2026-01-17,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-014,Memory-Optimized-Hours,1231.39,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-17T23:59:59Z
BILL-2026-00118,2026-01-15,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-014,Warehouse-Compute-Credits,718.23,USD,,,,,FINAL,2026-01-15T23:59:59Z
BILL-2026-00119,2026-01-26,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-015,Memory-Optimized-Hours,410.97,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-26T23:59:59Z
BILL-2026-00120,2026-01-28,AWS,ACCT-ANALYTICS,Database,us-west-2,res-analytics-db-015,Warehouse-Compute-Credits,1063.36,USD,,,,,FINAL,2026-01-28T23:59:59Z
BILL-2026-00121,2026-01-25,AWS,ACCT-ANALYTICS,Compute,us-west-2,res-analytics-node-016,Memory-Optimized-Hours,993.31,USD,env=prod;bu=Analytics;product=ClinicalData,Clinical Analytics Platform,Report Generation,Clinical Analytics,FINAL,2026-01-25T23:59:59Z
